"source_type","article_id","year","location","author_individual","name","title","abstract","doi","url","author_year_ID","authors_full"
"JOUR",90075097,"1997","North America"," Michaelson, G.J.","author_02","Carbon storage along a latitudinal transect in Alaska","Global warming is anticipated to have a significant impact on high-latitude ecosystems which store large amounts of C in their soils and have a predominance of permafrost. The purpose of this study was to estimate the total C storage of different ecosystems along a north-south transect in Alaska. Soil pedons from three Alaska climate zones were studied. These zones were the arctic slope with continuous permafrost and vegetation predominantly tussock tundra and coastal marsh, Interior Alaska with discontinuous permafrost and vegetation predominantly spruce forest on the upland and tundra or bog in the lowland, and Southern Alaska free of permafrost with the vegetation predominantly mixed hardwood and conifers with moss bogs.Soil samples were taken from the representative ecosystems of these zones for carbon storage analysis. In the Arctic and Interior Alaska zones, many soils are cryoturbated and as a result the horizons are warped and often broken. These conditions made it impractical to use the common method for estimating C storage that is used for soils with roughly parallel horizons. For this study the linear proportion of each horizon in the cryoturbated pedon was digitized by using a Geographic Information System (GIS) and the irregular horizons were collapsed to form a simulated profile with parallel horizons. The carbon content of each pedon was then calculated based on the linear proportions. These carbon stores based on the whole soil (1 m deep) approach were compared to other available estimates from the literature.Calculations for pedons from selected ecosystems in Alaska ranged from 169 MgC/ha to 1292 MgC/ha. The organic carbon storage of the arctic coastal marsh pedon amounted to 692 MgC/ha, and that of the arctic tundra pedon amounted to 314 and 599 MgC/ha. The carbon storage of interior forest pedons was 169 and 787 MgC/ha, and the associated organic soil stored nearly 1300 MgC/ha. The carbon storage in the mixed forest and coastal forest pedons was 240 and 437 MgC/ha, respectively. The bog associated with the mixed and coastal forest stored 1260 MgC/ha. Soils with the thickest organic layers were bogs associated with the tundra and boreal forest. These soils had the largest carbon storage. Carbon stores estimated from the whole pedon approach are 30 to 100% higher than those from the literature from the same zones. These data suggest that the global carbon storage estimates based in part on literature values from the N. latitudes, may be underestimated.","10.1023/A:1009731808445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031395824&doi=10.1023%2fa%3a1009731808445&partnerID=40&md5=75bd307ee63d8e3eeda01ba99f1d4a6a","Ping_1997_90075097","Ping, C.L.; Michaelson, G.J.; Kimble, J.M."
"JOUR",90075196,"1987"," Europe (rare)"," Mišič, M.","author_03","Organic geochemistry of two 40-m sediment cores from the Gulf of Trieste (Northern Adriatic)",NA,"10.1016/0272-7714(87)90119-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023468550&doi=10.1016%2f0272-7714%2887%2990119-3&partnerID=40&md5=3067ecb9ed75cb87801991609e2b4056","Faganeli_1987_90075196","Faganeli, J.; Ogorelec, B.; Mišič, M.; Dolenec, T.; Pezdič, J."
"JOUR",90074521,"2014"," Central/South America"," Moreno-Casasola, Patricia","author_03","Comparing soil carbon sequestration in coastal freshwater wetlands with various geomorphic features and plant communities in Veracruz, Mexico","Wetlands are important carbon sinks across the planet. However, soil carbon sequestration in tropical freshwater wetlands has been studied less than its counterpart in temperate wetlands. We compared carbon stocks and carbon sequestration in freshwater wetlands with various geomorphic features (estuarine, perilacustrine and depressional) and various plant communities (marshes and swamps) on the tropical coastal plain of the Gulf of Mexico in the state of Veracruz, Mexico. These swamps are dominated by Ficus insipida, Pachira aquatic and Annona glabra and the marshes by Typha domingensis, Thalia geniculata, Cyperus giganteus, and Pontederia sagittata.The soil carbon concentration and bulk density were measured every 2 cm along 80 cm soil profiles in five swamps and five marshes. Short-term sediment accretion rates were measured during a year using horizontal makers in three of the five swamps and marshes, the carbon sequestration was calculated using the accretion rates, and the bulk density and the percentage of organic carbon in the surficial layer was measured.The average carbon concentration ranged from 50 to 150 gC kg(-1) in the marshes and 50 to 225 gC kg(-1) in the swamps. When the wetlands were grouped according to their geomorphic features, no significant differences in the carbon stock (P = 0.095) were found (estuarine (25.50 +/- 2.26 kgC m(-2)), perilacustrine (28.33 +/- 2.74 kgC m(-2)) and depressional wetlands (34.93 +/- 4.56 kgC m(-2))). However, the carbon stock was significantly higher (P = 0.030) in the swamps (34.96 +/- 1.3 kgC m(-2)) than in the marshes (25.85 +/- 1.19 kgC m(-2)). The average sediment accretion rates were 1.55 +/- 0.09 cm yr(-1) in the swamps and 0.84 +/- 0.02 cm yr(-1) in the marshes with significant differences (P = 0.040). The rate of carbon sequestration was higher (P = 0.001) in swamp soils (0.92 +/- 0.12 kgC m(-2) yr(-1)) than marsh soils (0.31 +/- 0.08 kgC m(-2) yr(-1)). Differences in the rates of carbon sequestration associated with geomorphic features were found between the swamp ecosystems (P < 0.05); i.e., higher values were found in the swamps than in the marshes in perilacustrine and estuarine wetlands (P < 0.05). However, no significant differences (P = 0.324) in carbon sequestration rates were found between the marsh and swamp areas of the depressional site.Swamp soils are more important contributors to the carbon stock and sequestration than are marsh soils, resulting in a reduction in global warming, which suggests that the plant community is an important factor that needs to be considered in global carbon budgets and projects of restoration and conservation of wetlands.","10.1007/s11104-013-2011-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898861529&doi=10.1007%2fs11104-013-2011-7&partnerID=40&md5=72ee4786a0d6516568414fe94670970b","Luis Marin-Muniz_2014_90074521","Luis Marin-Muniz, Jose; Hernandez, Maria E.; Moreno-Casasola, Patricia"
"JOUR",90074578,"2011"," Central/South America"," Moreno-Casasola, Patricia","author_03","Soil water retention and carbon pools in tropical forested wetlands and marshes of the Gulf of Mexico","The ability of marshes and forested wetlands to provide environmental services (water retention in soil and carbon storage) was evaluated at three locations along the coast of Veracruz, Mexico. Hydro-periods were obtained for the different vegetation communities of marshes and forested wetlands. Total organic carbon contents were 26.2% in Pachira swamp, 23.1% in Ficus swamp and 11.2% in marsh soils. The largest values of hydraulically active pore space were observed for marshes (0.79 cm(3) cm(-3)), and the lowest in forested wetlands (0.57 cm(3) cm(-3)). Soil water holding capacity ranged from 556 to 834 L m(-2) for swamp areas and from 687 to 880 L m(-2) for marshes. The thickness of soil organic layers in the wetland studied had a major control on soil water storage. This suggests that a vast amount of rain water could be retained in the soil. The results indicate that both swamps and marshes play important roles in their capacities to retain water and sequester carbon, although there were no significant differences among them.","10.1080/02626667.2011.629786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858199415&doi=10.1080%2f02626667.2011.629786&partnerID=40&md5=44dbd74499f40194d92c43495f8462f2","Campos C_2011_90074578","Campos C, Adolfo; Hernandez, Maria E.; Moreno-Casasola, Patricia; Cejudo Espinosa, Eduardo; Robledo R, Alezandra; Infante Mata, Dulce"
"JOUR",90074812,"2013"," Central/South America"," Moreno-Casasola, Patricia","author_02","Effect of livestock on soil structure and chemistry in the coastal marshes of the central Gulf Coast of Mexico","Wetlands are among the most productive ecosystems on earth because of their high ecological and economic value. On the central Gulf Coast of Mexico, there are numerous coastal wetlands, although 58% of their area has been lost or degraded due to management activities, among them raising livestock. Globally, little is known about the effect of this activity on hydromorphic soils of herbaceous wetlands, and in Mexico, there is even less knowledge. This study assessed the degree of impact of livestock on soil physicochemical properties of the coastal marshes of Alvarado, in the south of Veracruz. In four sampling sites (two organic and two with mineral soils) with different levels of impact, soil samples were taken during one year to obtain data on variables such as bulk density, total porosity, organic matter, pH, and nutrients. At sites where the stocking was low, cattle were rotated once a year and the hydrology was unaltered, and soil hydromorphic intrinsic properties were preserved. The results of this study should be considered in the development of strategies for the management and conservation of these tropical ecosystems, as a means to achieve sustainable livestock farming in wetlands.","10.1071/SR13037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883588860&doi=10.1071%2fSR13037&partnerID=40&md5=427694db7749368a5c1b623c01c320c7","Rodriguez-Medina_2013_90074812","Rodriguez-Medina, Karla; Moreno-Casasola, Patricia"
"JOUR",90074450,"2018"," Central/South America"," Mucciarone, D. A.","author_10","Carbon burial and storage in tropical salt marshes under the influence of sea level rise","Coastal vegetated habitats can be important sinks of organic carbon (C-org) and mitigate global warming by sequestering significant quantities of atmospheric CO2 and storing sedimentary Corg for long periods, although their Corg burial and storage capacity may be affected by on-going sea level rise and human intervention. Geochemical data from published Pb-210-dated sediment cores, collected from low-energy microtidal coastal wetlands in El Salvador (Jiquilisco Bay) and in Mexico (Salada Lagoon; Estero de Urias Lagoon; Sian Ka'an Biosphere Reserve) were revisited to assess temporal changes (within the last 100 years) of Corg concentrations, storage and burial rates in tropical salt marshes under the influence of sea level rise and contrasting anthropization degree. Grain size distribution was used to identify hydrodynamic changes, and delta C-13 to distinguish terrigenous sediments from those accumulated under the influence of marine transgression. Although the accretion rate ranges in all sediment records were comparable, Corg concentrations (0.2-30%), stocks (30465 Mg ha(-1), by extrapolation to 1 m depth), and burial rates (3-378 g m(-2) year(-1)) varied widely within and among the study areas. However, in most sites sea level rise decreased C-org concentrations and stocks in sediments, but increased C-org burial rates. Lower C-org concentrations were attributed to the input of reworked marine particles, which contribute with a lower amount of C-org than terrigenous sediments; whereas higher C-org burial rates were driven by higher mass accumulation rates, influenced by increased flooding and human interventions in the surroundings. C-org accumulation and long-term preservation in tropical salt marshes can be as high as in mangrove or temperate salt marsh areas and, besides the reduction of C-org stocks by ongoing sea level rise, the disturbance of the long-term buried C-org inventories might cause high CO2 releases, for which they must be protected as a part of climate change mitigation efforts. (C) 2018 Elsevier B.V. All rights reserved.","10.1016/j.scitotenv.2018.02.246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056809820&doi=10.1016%2fj.scitotenv.2018.02.246&partnerID=40&md5=84e7abe63414214f4feab6fad0a7fde9","Ruiz-Fernandez_2018_90074450","Ruiz-Fernandez, A. C.; Carnero-Bravo, V.; Sanchez-Cabeza, J. A.; Perez-Bernal, L. H.; Amaya-Monterrosa, O. A.; Bojorquez-Sanchez, S.; Lopez-Mendoza, P. G.; Cardoso-Mohedano, J. G.; Dunbar, R. B.; Mucciarone, D. A.; Marmolejo-Rodriguez, A. J."
"JOUR",90074387,"2019"," Asia"," Muthukumar, Krishnan","author_05","Seasonal Species Variation of Sediment Organic Carbon Stocks in Salt Marshes of Tuticorin Area, Southern India","Increasing attention in global blue carbon investigation in these contemporary times, salt marsh has the distinctive importance in coastal ecosystems. We examined sediment organic carbon stock in the four dominant salt marsh species areas viz. Suaeda maritima, Sesuvium portulacastrum, Arthrocnemum indicum, and Salicornia brachiata from Tuticorin, southeast coast of India in two seasons i.e. dry (July 2015) and wet season (January 2016). We examined above ground (AGB) and below ground biomass (BGB), sediment physico-chemical properties like pH, BD, composition, OM%, C-org%, C and N%, sediment organic carbon stocks (SOCS) and multivariate analysis on studied variables. Maximum AGB was recorded in A. indicum in both dry and wet season (10.91 +/- 0.15g/cm(2) and 14.87 +/- 0.68g/cm(2)). The highest BGB was observed in S. maritima in both seasons, as 2.01 +/- 0.35g/cm(2) and 4.49 +/- 0.35g/cm(2), respectively. The OM percentage ranged between 4.13 +/-.083 and 7.23 +/-.088% and the highest was observed in the wet season from S. maritima. Sediment organic stocks (Mgha (-1)) ranged from 8.42 +/-.640 to 54.46 +/- 1.46Mgha (-1) reflects nearly 7 times higher than the dry season. The present study can be useful for the estimation of blue carbon budgets in tropical coastal ecosystem since this type was the first hand information from this area.","10.1007/s13157-018-1094-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055882748&doi=10.1007%2fs13157-018-1094-6&partnerID=40&md5=59843ca56fa3fe7e11d9b39de1c087c6","Kaviarasan_2019_90074387","Kaviarasan, Thanamegam; Dahms, Hans Uwe; Gokul, Murugaiah Santhosh; Henciya, Santhaseelan; Muthukumar, Krishnan; Shankar, Shiva; James, Rathinam Arthur"
"JOUR",90074629,"2013"," Asia"," Nayak, G. N.","author_02","Geochemical Evidence of Anthropogenic Impacts in Sediment Cores from Mudflats of a Tropical Estuary, Central West Coast of India","The concentration of trace metals (Co, Cr, Zn, Cu, and Pb), major elements (Al, Mn, Fe, Ca, Mg, and K), along with the percentage of sediment components (sand, silt, clay, and organic carbon), was determined in three sediment cores, collected from intertidal regions of the Zuari estuary (ZA and ZR) and Cumbharjua canal (CB). The Cores CB and ZR, collected from the upper middle estuarine environment, showed higher values of finer fractions and total organic carbon as well as metals (except of Ca) than Core ZA, which was sampled from the lower estuarine environment. The concentration of trace metals including Mn and Fe was found to be largely dependent on the proximity to mining areas, with Core ZR and Core CB representing the highest metal concentrations (Mn, Fe, Cr, and Zn). Absence of a significant early diagenetic remobilization might have preserved the metal loadings due to mining and industrial activities in Cores ZR and CB. In Core ZA, all the elements except Cu showed significant enrichment in the upper portion. Enrichment factor computed in all the cores was found to be above 2 for all the studied metals except Zn, which suggests a high degree of metal contamination. All these observations indicate that the present study area is under the strong influence of anthropogenic activities, especially in recent years.","10.1080/15320383.2013.726291",NA,"Singh_2013_90074629","Singh, K. Tomchou; Nayak, G. N.; Fernandes, Lina L."
"JOUR",90074628,"1977"," Europe"," Nieuwenhuize, J.","author_04","Analysis of estuarine soil gradients in salt marshes of the southwestern Netherlands with special reference to the Scheldt estuary",NA,"10.1007/BF02658086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249179724&doi=10.1007%2fBF02658086&partnerID=40&md5=1e8b6ec05e525bafdab455e93c25c889","Beeftink_1977_90074628","Beeftink, W.G.; Daane, M.C.; Van Liere, J.M.; Nieuwenhuize, J."
"JOUR",90074609,"2019"," Europe"," Nolte, Stefanie","author_07","Assessing the long-term carbon-sequestration potential of the semi-natural salt marshes in the European Wadden Sea","Salt marshes and other blue carbon ecosystems have been increasingly recognized for their carbon (C)-sink function. Yet, an improved assessment of organic carbon (OC) stocks and C-sequestration rates is still required to include blue C in C-crediting programs. Particularly, factors inducing variability in the permanence of sequestration and allochthonous contributions to soil OC stocks require an improved understanding. This study evaluates the potential for long-term C sequestration in the semi-natural salt marshes of the European Wadden Sea (WS), conducting deep (1.3 m) down-core OC-density assessments in sites with known site histories and accretion records. Because these young marshes have developed from tidal-flat ecosystems and have undergone rapid succession during the last 80-120 yr, the identification of different ecosystem stages down-core was crucial to interpret possible changes in OC density. This was conducted based on the down-core distribution of different foraminiferal taxa and grain sizes. Comparisons of historic and recent accretion rates were conducted to understand possible effects of accretion rate on down-core changes in OC density. delta C-13 in OC was used to assess the origin of accumulated OC (autochthonous vs. allochthonous sources). We show that large amounts of short-term accumulated OC are lost down-core in the well-aerated marsh soils of the WS region and thus emphasize the importance of deep sampling to avoid overestimation of C sequestration. Despite steep declines in OC-density down-core, minimum values of OC density in the salt-marsh soils were considerably higher than those of the former tidal-flat sediments that the marshes were converted from, illustrating the greater C-sequestration potential of the vegetated ecosystem. However, our data also suggest that marine-derived allochthonous OC makes up a large fraction of the effectively, long-term preserved OC stock, whereas atmospheric CO2 removal by marsh vegetation contributes relatively little. The implication of this finding for C-crediting approaches in blue C ecosystems has yet to be clarified.","10.1002/ecs2.2556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061060622&doi=10.1002%2fecs2.2556&partnerID=40&md5=fd074e8b70ee826b9c5450570935b010","Mueller_2019_90074609","Mueller, Peter; Ladiges, Nils; Jack, Alexander; Schmiedl, Gerhard; Kutzbach, Lars; Jensen, Kai; Nolte, Stefanie"
"JOUR",90075196,"1987"," Europe (rare)"," Ogorelec, B.","author_02","Organic geochemistry of two 40-m sediment cores from the Gulf of Trieste (Northern Adriatic)",NA,"10.1016/0272-7714(87)90119-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023468550&doi=10.1016%2f0272-7714%2887%2990119-3&partnerID=40&md5=3067ecb9ed75cb87801991609e2b4056","Faganeli_1987_90075196","Faganeli, J.; Ogorelec, B.; Mišič, M.; Dolenec, T.; Pezdič, J."
"JOUR",90074595,"2013"," Europe"," Otero, Xose L.","author_03","Chemical and spectroscopic characteristics of humic acids in marshes from the Iberian Peninsula","To characterise soil humic acids (HAs) extracted from Spanish marshes formed under different vegetation types (Spartina maritima (GSp), Juncus maritimus (GJc), Phragmites australis (GPh), and Scirpus maritimus (VSc)), soil depths (0-20, 20-40 and 40-60 cm), physiographic position (low and high marshes), wetland types (salt marshes and lagoons) and environmental conditions (Atlantic and Mediterranean coast).Soil samples were collected in five Spanish marshes, three on the Galicia province and two on the Valencia province. Humic acids were extracted and their elemental composition, semiquinone-type free radical (SFR) content, FTIR and CPMAS C-13 NMR spectra determined. Total carbon (TC), total nitrogen (TN), total sulphur (TS), CaCO3 content, and field pH and Eh (mV) in the marsh soils sampled were also measured.The field pH and Eh values were typical of coastal areas submitted to periodic inundations and the highest TC, TN and TS contents were found in the soil of lagoon marshes as an effect of physiographic position and wetland type. The HAs, in general, were highly aliphatic and exhibited a low SFR content, which suggests a low humification degree of the SOM formed in the studied areas. This is a result of the anaerobic decomposition to which SOM is submitted and the high input of plant-derived organic matter (OM) by vegetation. However, among the studied sites low salt marsh and subsurface layer of the high salt marsh showed higher SFR content, simpler FTIR spectra, higher lignin degradation and lower O-alkyl C/alkyl C ratio than the lagoon marshes, thus suggesting the presence of a more humificated SOM in these sites.From the different factors analysed, only physiographic position (low versus high salt marshes) and wetland type (marshes versus lagoons) caused variations in the HAs characteristics, because as the studied soils are under anaerobic conditions, they control the exportation of plant-derived OM and the allochthonous OM contribution in the studied areas.","10.1007/s11368-012-0607-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872854631&doi=10.1007%2fs11368-012-0607-9&partnerID=40&md5=125a3a73864acf8cd600b84b0255f10a","Ferreira_2013_90074595","Ferreira, Fernando Perobelli; Vidal-Torrado, Pablo; Otero, Xose L.; Buurman, Peter; Martin-Neto, Ladislau; Boluda, Rafael; Macias, Felipe"
"JOUR",90074829,"2003"," Central/South America"," Paez-Osuna, F","author_02","Organic matter and nutrients in an altered subtropical marsh system, Chiricahueto, NW Mexico","Seven sediment push-cores were extracted from Chiricahueto, a marsh affect by urban, industrial and agricultural wastes. Concentrations of total phosphorus (300-1,620 mug g(-1)), organic carbon (4-39 mg g(-1)) and total nitrogen (0.5-4.5 mg g(-1)) in the sediments showed an exponential decrease with depth, related to the decomposition of organic matter (OM). Between 20 and 40% of OM initially deposited is degraded at the sediment-water interface under oxic conditions. Another fraction (40-60%) of non-refractory OM is decomposed within the sediments by oxidants other than oxygen. likewise, the preservation of OM (<20%) was estimated as burial concentrations of C, N and P linked to organic compounds. The C/N ratios, delta(13)C and delta(15)N suggested that the major source of OM to the sediments derives from marine phytoplankton. The allochthonous sources of OM were overprinted by the high flux of marine autochthonous OM. However, an indirect terrestrial influence is recognised, in which high nutrient load derived from agricultural, domestic and industrial activities promoted high productivity.","10.1007/s00254-002-0711-z",NA,"Soto-Jimenez_2003_90074829","Soto-Jimenez, MF; Paez-Osuna, F; Ruiz-Fernandez, AC"
"JOUR",90074381,"2015"," Central/South America"," Paggi, Yanina","author_04","Tidal Suppression Negatively Affects Soil Properties and Productivity of Spartina densiflora Salt Marsh","In order to intensify cattle utilization, embankments were constructed to avoid tidal ingressions in Samborombon Bay, Argentina, The objective of this study was to evaluate the effect of tidal suppression and cutting-frequency of a-salt marsh dominated-by Spartina densiflora Brongn. Two paddocks of-a commercial cow-calf operation farm, one prevented from tidal flooding and another exposed to overflow from natural tidal pattern (control), were the main plots of the nested design. The experiments were carried out during a dry (2008-2009) and a wet growing season (2012-2013). Two defoliation frequencies, simulating light and moderate grazing pressure, were performed in the subplots nested within each main plot. Soil organic matter and N content were lower and soil structural instability index was much higher in the embankment than in the control treatment. Soil salinity during the dry growing season was higher in the embankment than in the control treatment. Bare soil was higher under embankment treatment and high defoliation frequency exacerbated this response. Relative contribution of Spartina densiflora was lower under embankment than control treatment and the changes of floristic composition depended on the growing season. Aboveground net primary production (ANPP) in the wet growing season was almost 70% higher than in the dry growing season. Embankment reduced ANPP and high defoliation increased ANPP with respect to low defoliation frequency in the control paddock, to a much higher extent in the wet season. Dry matter digestibility of S. densiflora was not affected by treatments. Crude protein was higher in control paddocks under high frequency. Our results showed that tidal suppression by embankment was not effective to increase productivity and forage value of S. densiflora saltmarsh but caused soil and structural changes that may negatively alter ecosystem processes of this vulnerable grassland of high importance for biodiversity conservation. (C) 2015 Society for Range Management. Published by Elsevier Inc. All rights reserved.","10.1016/j.rama.2015.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929895853&doi=10.1016%2fj.rama.2015.03.005&partnerID=40&md5=31bd0cd3ede0fe2bd6bf620f1f2edd97","Jacobo_2015_90074381","Jacobo, Elizabeth J.; Rodriguez, Adriana M.; Farina, Clara M.; Paggi, Yanina"
"JOUR",90074363,"2006"," Europe"," Pardal, M.A.","author_03","The effect of Zostera noltii, Spartina maritima and Scirpus maritimus on sediment pore-water profiles in a temperate intertidal estuary","The objective of the present work was to study the effect of plants common in temperate latitudes (Zostera noltii, Spartina maritima and Scirpus maritimus) on sediment nutrient profiles, and to compare it to sand- and mud-flats without vegetation. The study focused on the organic matter contents, the concentration of dissolved inorganic nutrients (PO4-P, NH3-N, NO3-N), an on the estimation of the total amount of these nutrients during day and night conditions and their potential net-fluxes. It was also hypothesised that in an estuarine system, different plants may have specific effects, and consequently different contributions to the system nutrient dynamics as a whole. Sediment profiles of loss on ignition (LOI) showed an increase of the organic matter contents from sand-flat, to Zostera, Spartina, mud-flat and Scirpus. Statistically, there were significant differences between sediment profiles of phosphate, ammonia and nitrate (Mann-Whitney test, p < 0.05), during day and night periods. These results suggest that there is an intense mobility of nutrients in the sediment, showing a day-night variation of nutrient concentrations in the pore-water. In the plants' rhizosphere, the day-night variation of nutrients seemed dependent on plant biomass and penetration of the roots. Additionally, coupling between plant and sediment seems to be a species-specific process. In spring, Scirpus salt marsh reaches the maximum density and biomass, and despite the higher organic matter contents in the plant covered sediment, Scirpus acts as a sink of nutrients. In contrast, the top 10 cm of the sediment in the Spartina salt marsh and in the Zostera beds may contribute to the efflux of nutrients during the night period, especially phosphate.","10.1007/s10750-005-1114-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29444447285&doi=10.1007%2fs10750-005-1114-4&partnerID=40&md5=49f44b238f7baa8c12d0eefbce74b1c0","Lillebø_2006_90074363","Lillebø, A.I.; Flindt, M.R.; Pardal, M.A.; Marques, J.C."
"JOUR",90074390,"2010"," Europe"," Pardal, Miguel A.","author_03","The influence of Spartina maritima on carbon retention capacity in salt marshes from warm-temperate estuaries","Salt marshes constitute highly productive systems playing an important role on ecosystem functions. The aim of this study is to compare the role of Spartina maritima salt marshes on carbon cycling. Thus, four salt marshes located in two mesotidal estuarine systems (Tagus and Mondego, two salt marshes per estuary) were studied. The S. maritima above- and belowground biomass, carbon production, decomposition rates (through a litterbag experiment) and carbon content in the sediment were estimated for a one year period in both systems and compared. In Corroios (located at the Tagus estuary) S. maritima salt marsh had the highest belowground production (1008 gC m(-2) y(-1)), slower decomposition rate (k = 0.0024 d(-1)), and the highest carbon content in sediments (750 gC m(-2) y(-1)); and thus, the highest carbon retention capacity. The other three salt marshes had comparatively higher aboveground productions, higher decomposition rates and lower carbon retention capacity. Therefore, Corroios had the most important carbon cycling characteristics. As a whole, results show that differences in carbon cycling in salt marshes depend mostly on its own characteristics and maturity, rather than the system itself. The intrinsic characteristics of the salt marshes, namely the physicochemical conditions determined by the maturity of the system, are more important factors affecting the role of warm-temperate mesotidal salt marshes as carbon sinks. (C) 2010 Elsevier Ltd. All rights reserved.","10.1016/j.marpolbul.2010.02.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951298630&doi=10.1016%2fj.marpolbul.2010.02.018&partnerID=40&md5=a31603092bca3c931a2f98872b4b14ba","Sousa_2010_90074390","Sousa, Ana I.; Lillebo, Ana I.; Pardal, Miguel A.; Cacador, Isabel"
"JOUR",90074310,"2007"," Asia"," PARK, Jongsoo","author_06","Biogeochemical Organic Carbon Cycles in the Intertidal SandySediment of Nakdong Estuary 낙동강 하구 갯벌 사질 퇴적물에서 생지화학적 유기탄소순환","In order to understand biogeochemical cycles of organic carbon in the permeable intertidal sandy sediments of the Nakdong estuary, we estimated the organic carbon production and consumption rates both in situ and in the laboratory. The Chl-a content of the sediment and the nutrient concentrations in below surface pore water in the sandy sediment were lower than in the muddy sediment. The sediment oxygen consumption rates were relatively high, especially when compared with rates reported from other coastal muddy sediments with higher organic carbon contents. This implied that both the organic carbon degradation and material transport in the sandy sediment were enhanced by advection-related process. The simple mass balance estimation of organic carbon fluxes showed that the major sources of carbon in the sediment would originate from benthic microalgae and detrital organic carbon derived from salt marsh. The daily natural biocatalzed filtration, extrapolated from filtration rates and the total area of the Nakdong estuary, was one order higher than the maximum capability of sewage plants in Busan metropolitan city. This implies that the sandy sediment contributes greatly to biogeochemical purification in the area, and is important for the re-distribution of materials in the coastal environment.",NA,NA,"Lee_2007_90074310","Lee, Jae Seong; An, Soonmo; Kim, SeonggGil; Kim, Seong-Soo; Jung, Raehong; PARK, Jongsoo; 박미옥; 진현국"
"JOUR",90074871,"2012"," Europe"," Parraga, I.","author_04","Storage of organic carbon, nitrogen and phosphorus in the soil-plant system of Phragmites australis stands from a eutrophicated Mediterranean salt marsh","In this study we quantified the different forms of nitrogen, organic carbon and phosphorus in two eutrophicated watercourses flowing into a coastal salt marsh of the Mar Menor lagoon and analysed the role of the water flow regime in the nutrient loads flowing into the salt marsh. We discuss the degree to which the soil-plant system in stands of Phragmites australis could be affected by the discharges of nutrients and estimate the stocks of nitrogen, phosphorus and organic carbon in different compartments of the system. The base flow sustained an important discharge of surplus water of agricultural origin enriched in dissolved organic carbon (12.7 T y(-1)) and nitrogen (78.3 T y(-1), 85% N-NO3- and 15% organic-N) into the salt marsh, while inputs from wastewater-treatment plants were of much lower magnitude (5.5 T y(-1) of dissolved organic carbon and 4.1 T y(-1) of nitrogen, 57% N-NH4+ and 43% organic-N). The annual loads of phosphorus of agricultural origin and from urban wastewater were 1.87 T y(-1) and 0.97 T y(-1), respectively. The data show that the high amounts of inorganic nitrogen from agricultural activity are absorbed by vegetation or denitrified, while organic nitrogen probably helps to compensate for soil nitrogen lost by mineralisation. The soils of the salt marsh may be considered a sink for phosphorus flowing into it in wastewater. The tissues of P. australis showed differing patterns of accumulation and translocadon of carbon, nitrogen and phosphorus; the concentrations of these three elements changed with the season but apparently were not affected by the eutrophicated water that the plants received. Soil salinity, pH, Fe concentrations and phosphorus content had little influence on litter quality. Dry stems were important reservoirs of organic carbon since they persisted throughout the year, while dry leaves were the main contributors to the litter, which was mineralised partially during spring and summer. Calculations of primary productivity showed a positive balance of carbon in the below-ground biomass (595 g m(-2) y(-1)), above-ground (2610 g m(-2) y(-1)) and litter (260 g m(-2) y(-1)). The average soil organic carbon concentration decreased in one of the plots studied, probably because mineralisation was favoured since the soil was dry most of the time. Hence, our data suggest that although the high biomass production of Phragmites favours carbon sequestration in plant biomass, soil organic carbon losses in stands of this species may be very important throughout the year. (C) 2012 Published by Elsevier B.V.","10.1016/j.geoderma.2012.03.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860554082&doi=10.1016%2fj.geoderma.2012.03.019&partnerID=40&md5=2b2730ed03b662de18c898ff12a4d914","Gonzalez-Alcaraz_2012_90074871","Gonzalez-Alcaraz, M. N.; Egea, C.; Jimenez-Carceles, F. J.; Parraga, I.; Maria-Cervantes, A.; Delgado, M. J.; Alvarez-Rogel, J."
"JOUR",90075380,"2021"," Asia"," Paul, R.","author_04","Aquatic and edaphic determinants influencing carbon storage in a salt marsh grass, Porteresia coarctata, of the Bhitarkanika wildlife sanctuary and the Mahanadi estuary",NA,"10.1002/tqem.21735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102512496&doi=10.1002%2ftqem.21735&partnerID=40&md5=7a432bd6edf0a5a60384fa89521614fb","Banerjee_2021_90075380","Banerjee, K.; Mallik, K.; Sahoo, C.K.; Paul, R."
