"source_type","article_id","author","year","title","abstract","doi","sysrev_url","url"
"JOUR",14330862,"Lucchini, Federico; Frignani, Mauro; Sammartino, Irene; Dinelli, Enrico; Bellucci, Luca G.","2001","Composition of Venice Lagoon sediments: distribution, sources, settings and recent evolution","Nine short cores taken from the less contaminated areas of the Venice Lagoon were analyzed in order to describe the main physical and chemical features of sediments (grain size, mineralogy, major and trace elements, organic carbon and total nitrogen) and to assess the mechanisms which control them. The sediment composition reflects the relative importance of the sources because it is a mixture of silicates and carbonates supplied by southern rivers and northern rivers, respectively. In cores from the central and southern lagoon, significant changes of the sediment features occur with time, reflecting the evolution of the lagoon hydrodynamic conditions and the increasing influence of the Adriatic Sea. Sediment features also distinguish depositional environments: in particular salt marsh sediments are calcium depleted, compared to the neighboring lagoon sediments, due to the preferential dissolution of calcite in subaerial environments. On the other hand, they are enriched in organic carbon and total nitrogen, while C/N ratio and bromine are high, for the presence of halophytic vegetation (in particular Salicornia sp.). The anthropogenic signature on the sediment geochemistry mainly regards Zn, Pb and Cu, but the low maximum concentration factors (1.2-2.2) confirm that these samples represent little contaminated areas. In this context only the sediments of the southern salt marsh core slightly exceed such values (up to 3 and 2.8 for Zn and Pb, respectively).",NA,"https://sysrev.com/p/117521/article/14330862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0344287514&partnerID=40&md5=9b101b64493be850f23369396efd8ed3"
"JOUR",14330864,"Shi Yu; Huang Huang; Ran Shan-shan; Liu Jin-e; Su Hai-rong; Yu Pei-pei","2019","Effects of Nitrogen and Phosphorus Addition on Photosynthesized Carbon Allocation in Spartina alterniflora-Soil System","The changes of C-13 content in C-13 pulse-labeled Spartina alternflora plants and root soil organic carbon were analyzed under different levels of nitrogen (N) and phosphorus (P). The effects of N and P addition levels on the distribution and fixation of photosynthetic carbon in S. alterniflora-soil system were studied. The results show that the abundance of C-13 in each treatment group was significantly increased after four pulse marks. Except for the treatment of NP1, the abundance of C-13 showed a decreasing trend in the order of stem, leaf, root, rhizosphere soil and soil, which was consistent with the control group (CK). The total amount of C-13 fixed in each treatment group show a trend of continuous increase, but it was lower than that of the control group. The average fixed C-13 amount of NP treatment was higher than that of N or P treatment alone. During the development of plants, the proportion of photosynthetic carbon in the aboveground gradually decreased while the proportion of underground gradually increased, and the accumulation of organic carbon C-13 in soil was enhanced. With the development of plants, the differences in the distribution of C-13 in each part of S. alterniflora-soil system became similar and tend to be consistent. In the N-added group, the allocation ratio of carbon in rhizosphere soil and soil increased with the increase of N addition level, indicating that N application could promote the transfer of photosynthetic carbon to soil. In the P-added group, the highest underground allocation ratio of photosynthetic carbon was observed in the medium level of P addition treatment (P2), which was conducive to the underground transfer of photosynthetic carbon. In the NP-added group, the aboveground distribution ratio was the highest at medium NP level (NP2), and the distribution ratio of rhizosphere soil and soil increased with the increase of NP addition. The addition levels of N and P and types of nutrients can change the distribution of photosynthetic carbon in S. alterniflora-soil system, indicating that eutrophication had significant ecological effects on the carbon cycle in salt marsh ecosystem.","10.19741/j.issn.1673-4831.2018.0605","https://sysrev.com/p/117521/article/14330864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073675973&doi=10.19741%2fj.issn.1673-4831.2018.0605&partnerID=40&md5=21460793ef7dbcf25e54945526092aca"
"JOUR",14330865,"Wang, Chunguang; Li, Haixing; Cai, Tijiu; Sun, Xiaoxin","2021","Variation of soil carbon and nitrogen storage in a natural restoration chronosequence of reclaimed temperate marshes","Wetland restoration significantly affects ecosystem carbon and nitrogen cycles by changing soil physicochemical properties and plant properties. To reveal the effect of wetland restora-tion on soil organic carbon (SOC) and total nitrogen (TN) storage, we measured the SOC and TN content and calculated their storage in a restoration chronosequence (1, 4, 8, 13, 17, 27 years) and compared them with those in a soybean field and a natural marsh, all in Sanjiang Plain, northeast China. Our results showed that the SOC and TN content and storage in the in-vestigated sites increased with restoration time. However, the restoration rate was faster in the first 8 years but slowed down after 8 years of restoration. The SOC and TN content and storage decreased with soil depths in the eight sites. After 27 years of restoration, the carbon and nitrogen storage in the restored site was 2.8 and 1.9 times that in the soybean field, respec-tively. However, the SOC and TN storage in the 27-year restored site was 45.3% and 35.1% lower than that in the natural marsh, respectively. The SOC and TN content, bulk density, moisture content, clay, and plant belowground biomass significantly impact the SOC and TN storage (P < 0.01). This study indicates that marsh restoration contributes to the accumulation of SOC and TN, but the restoration of SOC and TN storage to the level of natural marshes may take decades. (c) 2021 The Authors. Published by Elsevier B.V. CC_BY_NC_ND_4.0","10.1016/j.gecco.2021.e01589","https://sysrev.com/p/117521/article/14330865",NA
"JOUR",14330867,"DeLaune, R.D.; Buresh, R.J.; Patrick Jr., W.H.","1979","RELATIONSHIP OF SOIL PROPERTIES TO STANDING CROP BIOMASS OF SPARTINA-ALTERNIFLORA IN A LOUISIANA MARSH","","10.1016/0302-3524(79)90063-X","https://sysrev.com/p/117521/article/14330867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0005396702&doi=10.1016%2f0302-3524%2879%2990063-X&partnerID=40&md5=c6209e1bf0b24125b908ed51ef535e50"
"JOUR",14330868,"Anisfeld, S.C.; Tobin, M.J.; Benoit, G.","1999","Sedimentation rates in flow-restricted and restored salt marshes in Long Island Sound","Many salt marshes in densely populated areas have been subjected to a reduction in tidal flow. In order to assess the impact of tidal flow restriction on marsh sedimentation processes, sediment cores were collected from flow-restricted salt marshes along the Connecticut coast of Long Island Sound. Cores were also collected from unrestricted reference marshes and from a marsh that had been previously restricted but was restored to fuller tidal flushing in the 1970's. High bulk densities and low C and N concentrations were found at depth in the restricted marsh cores, which we attribute to a period of organic matter oxidation, sediment compaction, and marsh surface subsidence upon installation of flow restrictions (between 100 and 200 years before the present, depending on the marsh). Recent sedimentation rates at the restricted marshes (as determined by Cs-137 and Pb-210 dating) were positive and averaged 78% (Cs-137) and 50% (Pb-210) of reference marsh sedimentation rates. The accumulation of inorganic sediment was similar at the restricted and reference marshes, perhaps because of the seasonal operation of the tide gates, while organic sediment accretion (and pore space) was significantly lower in the restricted marshes, perhaps because of higher decomposition rates. Sedimentation rates at the restored marsh were significantly higher than at the reference marshes. This marsh has responded to the higher water levels resulting from restoration by a rapid increase in marsh surface elevation.","10.2307/1352980","https://sysrev.com/p/117521/article/14330868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032830607&doi=10.2307%2f1352980&partnerID=40&md5=529ea46c24fdbec1494eb7445487ebaf"
"JOUR",14330872,"Harvey, Rachel J.; Garbutt, Angus; Hawkins, Stephen J.; Skov, Martin W.","2019","No Detectable Broad-Scale Effect of Livestock Grazing on Soil Blue-Carbon Stock in Salt Marshes","Grassland carbon capturing and storage (CCS) is thought to benefit from regulation of grazing. The impact is likely to depend on livestock density. Yet, few studies have tested this principle or evaluated the consistency of grazer-carbon relationships across multiple sites. We sampled four intertidal zones across 22 salt marshes along a 650 km stretch of coast in the UK to examine the impact of livestock density on globally important saltmarsh ""blue carbon"" stocks. Although there were marked impacts of grazing pressure on above ground vegetation composition, structure and biomass, there was no detectable relationship between grazing intensity and soil organic carbon, irrespective of tidal zone in the marsh or soil depth-layer analyzed. A substantial spatial variation in soil carbon was instead explained by contextual environmental variables. There was evidence that compensatory responses by vegetation, such as increased root growth, countered carbon loss from grazing impacts. Our work suggests that grazing effects on carbon stocks are minimal on broader scales in comparison with the influence of environmental context. The benefits of grazing management to carbon stores are likely to be highly context dependent.","10.3389/fevo.2019.00151","https://sysrev.com/p/117521/article/14330872","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066803382&doi=10.3389%2ffevo.2019.151&partnerID=40&md5=0f06be611f1086b7e4c91f364cc0fc22"
"JOUR",14330873,"Cain, Jessica L.; Cohen, Risa A.","2014","Using sediment alginate amendment as a tool in the restoration of Spartina alterniflora marsh","Growth and survival of transplanted vegetation for salt marsh restoration can be greatly affected by edaphic conditions. We investigated the potential for an organic carbon sediment amendment, alginate, to enhance establishment and growth of Spartina alterniflora transplants, as well as colonization by macroinvertebrates commonly associated with S. alterniflora (Uca sp. and Littoraria irrorata). Plots were established in a bare mud area previously inhabited by S. alterniflora, and transplant rhizospheres were either treated with alginate or left unamended as controls. Growth of transplanted S. alterniflora and colonization by Uca sp. and L. irrorata were evaluated over portions of three growing seasons. Within the first month post-transplantation, a nonsignificant trend toward greater live stem density emerged, but disappeared completely by week ten. Both Uca sp. and L. irrorata densities were significantly greater in the alginate treatment compared to the control only during the first ten weeks post-transplantation. However, the initial organic content of the sediment in the transplant area was more than twice that in the adjacent natural marsh. Therefore, our findings suggest that a threshold level of sediment organic matter above which alginate addition does not confer an advantage on transplanted S. alterniflora may exist, and the conditions under which amendments are most beneficial to transplanted S. alterniflora should be determined.","10.1007/s11273-014-9345-7","https://sysrev.com/p/117521/article/14330873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904416364&doi=10.1007%2fs11273-014-9345-7&partnerID=40&md5=eb51c948382c07198499a819fba62ba2"
"CONF",14330877,"Turner, RE; Swenson, EM; Milan, CS","2000","Organic and inorganic contributions to vertical accretion in salt marsh sediments","The contribution of organic and inorganic constituents to recent vertical accretion rates (since 1963/4) was estimated for 141 salt marshes ranging from New England to the Gulf of Mexico. The range of vertical accretion and inorganic accumulation rates were 0.09 to 1.78 cm y(-1), and 0.01 to 0.53 g cm y(-1), respectively. The volume of the accumulated organic and inorganic in all salt marshes averaged 3.8 and 4.9%, respectively, of the total, which is relatively low among soil types. The remaining soil volume is water and air. There was a direct relationship between vertical accretion and organic accumulation that explained 59% of the variation for all samples combined. In contrast, the bulk density is strongly and directly related to inorganic content, but not the vertical accretion rate. A multiple regression equation describing the vertical accumulation as a function of mineral and organic accumulation suggests that organic accumulation is five times more important than inorganic accumulation for East coast salt marshes (n = 19; weight basis), but that inorganic content is a statistically-insignificant factor for Gulf of Mexico salt marshes (n = 122), or for all salt marshes examined (n = 141). A simple linear regression showed that a 1 cm rise in salt marsh elevation was composed of 10.9 g of organic matter. A threshold level of 0.02 g organic matter y(-1) accumulation can continue without inorganic accumulation. It appears that it is the accumulation of organic matter that controls inorganic accumulation in established marshes, not the reverse. These results document the dominant role of below ground plant material in maintaining salt marshes once they are established. When wetland hydrology is altered, it is the organic soil constituents that are affected (through oxidation or plant growth below ground), thus explaining salt marsh conversion to open water through indirect changes in hydrology. Salt marsh management and restoration efforts would do well to keep in mind the plant's health, especially belowground, if the long-term and effective strategies are to be successfully implemented. The biological components, not the geological components, appear to control the fate of established salt marshes.",NA,"https://sysrev.com/p/117521/article/14330877",NA
"JOUR",14330878,"Vaughn, Derrick R.; Bianchi, Thomas S.; Shields, Michael R.; Kenney, William F.; Osborne, Todd Z.","2020","Increased Organic Carbon Burial in Northern Florida Mangrove-Salt Marsh Transition Zones","Blue carbon habitats like salt marshes and mangroves bury large amounts of carbon with limited area; however, they also are increasingly susceptible to current climate change. Combined effects of rising temperatures, decreasing freeze frequencies, and increasing sea level rise rates are resulting in mangrove replacement of salt marshes along the southern United States. Surface soils analyzed here from wetlands along northern Florida Atlantic and Gulf Coasts showed higher apparent sedimentation rates in mangrove-dominated sites (1.5-3.2 mm yr(-1)) and where mangroves are migrating into the marsh (termed transition sites, 2.3-3.8 mm yr(-1)). Average carbon burial rates were higher in transition sites for both coasts (27-47 g C center dot m(-2)center dot yr(-1)) compared to the respective mangrove (10-22 g C center dot m(-2)center dot yr(-1)) and salt marsh (4-7 g C center dot m(-2)center dot yr(-1)) sites. Lignin biomarker data (?-6, ?-8, and C/V) indicated that mangrove and transition sites had higher lignin inputs from woody vascular plants compared to salt marsh sites, which may slow decadal- to centennial-scale decay. Higher amino acid concentrations in mangrove soils relative to mangrove biomass (1.8-2.3 mmol g C-1 vs. 0.2-0.9 mmol g C-1) and lower C/N indicated that these mangrove sites receive higher algal inputs than the transition and salt marsh sites, attributed to greater tidal inundation in the mangrove sites given their position near the shoreline. Overall, increased accretion, carbon burial, and lignin in mangrove transition sites indicate that this migration may increase carbon burial and increase the stability and residence time of buried soil carbon. Future studies on mangrove migration in northern Florida can verify this through replication and elevation analysis.","10.1029/2019GB006334","https://sysrev.com/p/117521/article/14330878","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085510472&doi=10.1029%2f2019GB006334&partnerID=40&md5=28faad69926cd358d52f3640c59d23e5"
"JOUR",14330880,"Spencer, T.; Moeller, I.; Rupprecht, F.; Bouma, T. J.; van Wesenbeeck, B. K.; Kudella, M.; Paul, M.; Jensen, K.; Wolters, G.; Miranda-Lange, M.; Schimmels, S.","2016","Salt marsh surface survives true-to-scale simulated storm surges","A full-scale controlled experiment was conducted on an excavated and re-assembled coastal wetland surface, typical of floristically diverse northwest European saltmarsh. The experiment was undertaken with true-to-scale water depths and waves in a large wave flume, in order to assess the impact of storm surge conditions on marsh surface soils, initially with three different plant species and then when this marsh canopy had been mowed. The data presented suggests a high bio-geomorphological resilience of salt marshes to vertical sediment removal, with less than 0.6cm average vertical lowering in response to a sequence of simulated storm surge conditions. Both organic matter content and plant species exerted an important influence on both the variability and degree of soil surface stability, with surfaces covered by a flattened canopy of the salt marsh grass Puccinellia experiencing a lower and less variable elevation loss than those characterized by Elymus or Atriplex that exhibited considerable physical damage through stem folding and breakage. Copyright (c) 2015 John Wiley & Sons, Ltd.","10.1002/esp.3867","https://sysrev.com/p/117521/article/14330880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952684964&doi=10.1002%2fesp.3867&partnerID=40&md5=b4ea1eb1f6f8b6ffddd761c490d4e0b3"
"JOUR",14330882,"Idaszkin, Yanina L.; del Pilar Alvarez, Maria; Carol, Eleonora","2017","Geochemical processes controlling the distribution and concentration of metals in soils from a Patagonian (Argentina) salt marsh affected by mining residues","Heavy metal pollution that affects salt marshes is a major environmental concern due to its toxic nature, persistence, and potential risk to organisms and to human health. Mining waste deposits originated four decades ago, by the metallurgical extraction of heavy metals, are found near to the San Antonio salt marsh in Patagonia. The aim of the work was to determine the geochemical processes that control the distribution and concentration of Cu, Fe, Pb and Zn in the soils of this Patagonian salt marsh. A survey of themining waste deposits was carried outwhere three dumpswere identified. Samples were collected to determine soil texture, Eh pH, organic matter and metal contents and the soil mineralogical composition. The results shows that the soils developed over the miningwaste deposits are predominantly reddish constitutedmainly by iron oxide, hydroxide and highly soluble minerals such as Zn and Cu sulphates. The drainage from these deposits tends to move towards the salt marsh. Within the salt marsh, the highest concentrations of Cu, Pb and Zn occur in the sectors closest to the mining wastes deposits. The sulphide oxidation and the dissolution of the Cu, Pb and Zn sulphates could be the mainly source of these metals in the drainage water. The metals in solution that reach the salt marsh, are adsorbed by the organic matter and the fine fraction of the soils. These adsorbed metals are then remobilized by tides in the lower sectors of the marsh by desorption from the cations present in the tidal flow. On the other hand, Fe tends to formnon soluble oxides, hydroxides and sulphateswhich remain as alteringmaterialwithin the mining waste deposit. Finally, the heavymetal pollutants recorded in the San Antonio saltmarsh shows that the mining waste deposits that were abandoned four decades ago are still a source metal contamination. (C) 2017 Elsevier B.V. All rights reserved.","10.1016/j.scitotenv.2017.04.065","https://sysrev.com/p/117521/article/14330882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018479895&doi=10.1016%2fj.scitotenv.2017.04.065&partnerID=40&md5=e5d3ae94bbf6d650bb48dd8621c42af6"
"JOUR",14330885,"Reboreda, Rosa; Cacador, Isabel","2008","Enzymatic activity in the rhizosphere of Spartina maritima: Potential contribution for phytoremediation of metals","Extracellular enzymatic activity (EEA) of five enzymes (peroxidase, phenol oxidase, beta-glucosidase, beta-N-acetylglucosaminidase and acid phosphatase) was analysed in sediments colonised by Spartina maritima in two salt marshes (Rosario and Pancas) of the Tagus estuary (Portugal) with different characteristics such as sediment parameters and metal contaminant levels. Our aim was a better understanding of the influence of the halophyte on microbial activity in the rhizosphere under different site conditions, and its potential consequences for metal cycling and phytoremediation in salt marshes. Acid phosphatase and beta-N-acetylglucosaminidase presented significantly higher EEA in Rosario than in Pancas, whereas the opposite occurred for peroxidase. This was mainly attributed to differences in organic matter between the two sites. A positive correlation between root biomass and EEA of hydrolases (P-glucosidase, beta-N-acetylglucosaminidase and acid phosphatase) was found, indicating a possible influence of the halophyte in sediment microbial function. This would potentially affect metal cycling in the rhizosphere through microbial reactions. (c) 2007 Elsevier Ltd. All rights reserved.","10.1016/j.marenvres.2007.09.001","https://sysrev.com/p/117521/article/14330885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36249001161&doi=10.1016%2fj.marenvres.2007.09.001&partnerID=40&md5=29dfa6eb72c31721d5f9bd79f0b2e7b1"
"JOUR",14330888,"Bouchard, V.; Lefeuvre, J.-C.","2000","Primary production and macro-detritus dynamics in a European salt marsh: carbon and nitrogen budgets","Primary production and the detritus pathway (i.e., detritus production, litter fall, export to coastal waters, and decomposition) were studied over a I-year period in three salt marsh levels (low, middle and high marshes). Carbon and nitrogen content in biomass and macro-detritus were estimated at each step of the detrital pathway. Several lines of evidence suggested that low, middle and high marshes had different properties which affected their interaction with adjoining waters. More than species diversity, the salt marsh zonation across a 1.8 km transect resulted in a spatial and temporal heterogeneity in the distribution of organic matter and nutrients within the salt marsh. The low marsh was the less productive level (1080 g dry weight m-(2) per year) and was a source of organic matter for the two other marsh levels. Almost 89% of the organic matter produced in the low marsh was flushed away by the tide and redistributed inside the marsh, whereas the remainder decomposed quickly (0.023 per day) at the production site. The export of macro-detritus to coastal waters was probably insignificant to the carbon and nitrogen balance of the salt marsh. In the middle and high marshes, most of the production fell as litter directly at the production site. In the high marsh, vegetation stands were very productive (1990 g dry weight m(-2) per year) and litter decomposed slowly (0.0047 per day), The middle marsh was as productive as the high marsh (1910 g dry weight m(-2) per day), but the decay rate (0.028 per day) was similar to that estimated for the low marsh. This study demonstrates that the mineralization of halophyte-derived organic matter takes place almost completely within the marsh itself. Data on carbon and nitrogen decay indicated that only a small part of the high marsh production was rapidly available to fuel food webs of the ecosystem or to be exported to coastal waters. In contrast, the high amount of biomass produced in the middle marsh was rapidly available for food webs, Export of organic matter may be controlled by macro-detritus production (amount and timing), intensity and time distribution of tide events, and, mostly, decay rates. Because for most of the year the marsh is exposed to the atmosphere, we suggest that exchanges of gaseous carbon and nitrogen with the atmosphere should be investigated. (C) 2000 Published by Elsevier Science B.V. All rights reserved.","10.1016/S0304-3770(99)00086-8","https://sysrev.com/p/117521/article/14330888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034048299&doi=10.1016%2fS0304-3770%2899%2900086-8&partnerID=40&md5=a124bd3c50b74c57a5b1af82a02e3c47"
"JOUR",14330889,"Shawky, Ramadan","2018","EFFECT OF EDAPHIC FACTORS ON THE VEGETATION ZONATION IN SOME LITTORAL AND INLAND SALT MARSHES OF EGYPT","The segregation of a few dominant plant species into distinctive zones is characteristic of salt marshes. Vegetation zonation was investigated in the littoral salt marshes (South Marsa Alam region) and the inland salt marshes (Wadi El-Natrun region) of Egypt. Twenty taxa belonging to 18 genera and 11 families were recorded and classified into two sets at the two studied sites and subdivided into four groups by TWINSPAN, according to a relevance value: group A) co-dominated by Juncus acutus and Juncus rigidus; B) - dominated by Aeluropus lagopoides; C, D) - Limonium axillare. The analysis of species diversity in the inland salt marshes as well as the Shannon and the Simpson indices showed the highest species richness compared to that in the littoral salt marshes. The soil of the inland salt marshes was characterized by high percentages of silt, clay, also the soluble anion SO4-2 was the highest. While the most effective factor in the littoral salt marshes was EC, sand fractions, moisture content, soluble cations as Na+, Ca+2, soluble anions as Cl, organic matter and CaCO3. The proximity matrix between the two types of salt marshes indicated that they were different, except for the stands of Juncus rigidus, the elucidation distance was the smallest and they were similar together.","10.2478/botlit-2018-0019","https://sysrev.com/p/117521/article/14330889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062558000&doi=10.2478%2fbotlit-2018-0019&partnerID=40&md5=01d2742c489dffbf3eee06177f768240"
"JOUR",14330890,"Ferreira, Fernando Perobelli; Vidal-Torrado, Pablo; Otero, Xose L.; Buurman, Peter; Martin-Neto, Ladislau; Boluda, Rafael; Macias, Felipe","2013","Chemical and spectroscopic characteristics of humic acids in marshes from the Iberian Peninsula","To characterise soil humic acids (HAs) extracted from Spanish marshes formed under different vegetation types (Spartina maritima (GSp), Juncus maritimus (GJc), Phragmites australis (GPh), and Scirpus maritimus (VSc)), soil depths (0-20, 20-40 and 40-60 cm), physiographic position (low and high marshes), wetland types (salt marshes and lagoons) and environmental conditions (Atlantic and Mediterranean coast).Soil samples were collected in five Spanish marshes, three on the Galicia province and two on the Valencia province. Humic acids were extracted and their elemental composition, semiquinone-type free radical (SFR) content, FTIR and CPMAS C-13 NMR spectra determined. Total carbon (TC), total nitrogen (TN), total sulphur (TS), CaCO3 content, and field pH and Eh (mV) in the marsh soils sampled were also measured.The field pH and Eh values were typical of coastal areas submitted to periodic inundations and the highest TC, TN and TS contents were found in the soil of lagoon marshes as an effect of physiographic position and wetland type. The HAs, in general, were highly aliphatic and exhibited a low SFR content, which suggests a low humification degree of the SOM formed in the studied areas. This is a result of the anaerobic decomposition to which SOM is submitted and the high input of plant-derived organic matter (OM) by vegetation. However, among the studied sites low salt marsh and subsurface layer of the high salt marsh showed higher SFR content, simpler FTIR spectra, higher lignin degradation and lower O-alkyl C/alkyl C ratio than the lagoon marshes, thus suggesting the presence of a more humificated SOM in these sites.From the different factors analysed, only physiographic position (low versus high salt marshes) and wetland type (marshes versus lagoons) caused variations in the HAs characteristics, because as the studied soils are under anaerobic conditions, they control the exportation of plant-derived OM and the allochthonous OM contribution in the studied areas.","10.1007/s11368-012-0607-9","https://sysrev.com/p/117521/article/14330890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872854631&doi=10.1007%2fs11368-012-0607-9&partnerID=40&md5=125a3a73864acf8cd600b84b0255f10a"
"JOUR",14330895,"Engel, Annette Summers; Liu, Chang; Paterson, Audrey T.; Anderson, Laurie C.; Turner, R. Eugene; Overton, Edward B.","2017","Salt Marsh Bacterial Communities before and after the Deepwater Horizon Oil Spill","Coastal salt marshes along the northern Gulf of Mexico shoreline received varied types and amounts of weathered oil residues after the 2010 Deepwater Horizon oil spill. At the time, predicting how marsh bacterial communities would respond and/or recover to oiling and other environmental stressors was difficult because baseline information on community composition and dynamics was generally unavailable. Here, we evaluated marsh vegetation, physicochemistry, flooding frequency, hydrocarbon chemistry, and subtidal sediment bacterial communities from 16S rRNA gene surveys at 11 sites in southern Louisiana before the oil spill and resampled the same marshes three to four times over 38 months after the spill. Calculated hydrocarbon biomarker indices indicated that oil replaced native natural organic matter (NOM) originating from Spartina alterniflora and marine phytoplankton in the marshes between May 2010 and September 2010. At all the studied marshes, the major class-and order-level shifts among the phyla Proteobacteria, Firmicutes, Bacteroidetes, and Actinobacteria occurred within these first 4 months, but another community shift occurred at the time of peak oiling in 2011. Two years later, hydrocarbon levels decreased and bacterial communities became more diverse, being dominated by Alphaproteobacteria (Rhizobiales), Chloroflexi (Dehalococcoidia), and Planctomycetes. Compositional changes through time could be explained by NOM source differences, perhaps due to vegetation changes, as well as marsh flooding and salinity excursions linked to freshwater diversions. These findings indicate that persistent hydrocarbon exposure alone did not explain long-term community shifts.IMPORTANCE Significant deterioration of coastal salt marshes in Louisiana has been linked to natural and anthropogenic stressors that can adversely affect how ecosystems function. Although microorganisms carry out and regulate most biogeochemical reactions, the diversity of bacterial communities in coastal marshes is poorly known, with limited investigation of potential changes in bacterial communities in response to various environmental stressors. The Deepwater Horizon oil spill provided an unprecedented opportunity to study the long-term effects of an oil spill on microbial systems in marshes. Compared to previous studies, the significance of our research stems from (i) a broader geographic range of studied marshes, (ii) an extended time frame of data collection that includes prespill conditions, (iii) a more accurate procedure using biomarker indices to understand oiling, and (iv) an examination of other potential stressors linked to in situ environmental changes, aside from oil exposure.","10.1128/AEM.00784-17","https://sysrev.com/p/117521/article/14330895","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030695399&doi=10.1128%2fAEM.00784-17&partnerID=40&md5=967ec70a42723bb8bcf6dda398a2b8da"
"JOUR",14330897,"Hillmann, Eva R.; Rivera-Monroy, Victor H.; Nyman, J. Andrew; La Peyre, Megan K.","2020","Estuarine submerged aquatic vegetation habitat provides organic carbon storage across a shifting landscape","Submerged aquatic vegetation (SAV) thrives across the estuarine salinity gradient providing valuable ecosystem services. Within the saline portion of estuaries, seagrass areas are frequently cited as hotspots for their role in capturing and retaining organic carbon (C-org). Non-seagrass SAV, located in the fresh to brackish estuarine areas, may also retain significant soil C-org, yet their role remains unquantified. Given rapidly occurring landscape and salinity changes due to human and natural disturbances, landscape level carbon pool estimates from estuarine SAV habitat blue carbon estimates are needed. We assessed C-org stocks in SAV habitat soils from estuarine freshwater to saline habitats (interior deltaic) to saline barrier islands (Chandeleur Island) within the Mississippi River Delta Plain (MRDP), Louisiana, USA. SAV habitats contain C-org stocks equivalent to those reported for other estuarine vegetation types (seagrass, salt marsh, mangrove). Interior deltaic SAV C-org stocks (231.6 +/- 19.5 Mg C-org ha(-1)) were similar across the salinity gradient, and significantly higher than at barrier island sites (56.6 +/- 10.4 Mg C-org ha(-1)). Within the MRDP, shallow water SAV habitat covers up to an estimated 28,000 ha, indicating that soil C-org storage is potentially 6.4 +/- 0.1 Tg representing an unaccounted C-org pool. Extrapolated across Louisiana, and the Gulf of Mexico, this represents a major unaccounted pool of soil C-org. As marshes continue to erode, the ability of coastal SAV habitat to offset someof the lost carbon sequestration may be valuable. Our estimates of C-org sequestration rates indicated that conversion of eroding marsh to potential SAV habitat may help to offset the reduction of C-org sequestration rates. Across Louisiana, we estimated SAV to offset this loss by as much as 79,000Mg C yr(-1) between the 1960s and 2000s. (c) 2020 Elsevier B.V. All rights reserved.","10.1016/j.scitotenv.2020.137217","https://sysrev.com/p/117521/article/14330897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079349702&doi=10.1016%2fj.scitotenv.2020.137217&partnerID=40&md5=68ed0ae7211b1065234d6313b4f6701f"
"JOUR",14330898,"Yuan, Yiquan; Li, Xiuzhen; Jiang, Junyan; Xue, Liming; Craft, Christopher B.","2020","Distribution of organic carbon storage in different salt-marsh plant communities: A case study at the Yangtze Estuary","The high carbon (C) sequestration potentials of coastal wetlands play an important role in mitigating climate change associated with the greenhouse effect. In the present study, soil samples were collected from the 0-30-cm topsoil layers and from 0 to 100-cm cores for the analysis of the spatial dynamics and vertical distribution of organic carbon (OC) and biomass in different vegetation zones in a small tidal basin in Chongming Dongtan wetland. According to the results, sediments in the region were a mixture of terrestrial and marine sources and the proportions of terrestrial components decreased with an increase in depth. In addition, soil properties were quite similar in the top-soil layer. In the study area, the OC concentration was in the 0.7-10.93 g/kg range, which was positively correlated with halophyte biomass and negatively correlated with soil salinity and particle size. Furthermore, OC content decreased with an increase in depth. The OC content in different halophyte communities was in the order of Phragmites australis community > Mixed community > sedge community, and was consistent with the gross biomass. The total C sequestered of 100-cm depth in the area was 31,177 ton, with the P. australis community, mixed community, sedge community, and water sequestering 57.7, 49.2, 25.5 t/ha, and 8 t/tidal cycle, respectively. Tidal marshes in Chongming Dongtan exhibited a high C sequestration capacity, indicating that they play a major role in the C cycle in the Yangtze Estuary.","10.1016/j.ecss.2020.106900","https://sysrev.com/p/117521/article/14330898","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088640652&doi=10.1016%2fj.ecss.2020.106900&partnerID=40&md5=c5e9b7d477adb00f545418e9454d0dfb"
