Article ID,Article Title,User Name,Resolve?,Include,Location of interest,Less interest,Primary data?,Dataset already extracted?,User Note,Title,Journal,Authors
90074559,"Use of computed tomography imaging for quantifying coarse roots, rhizomes, peat, and particle densities in marsh soils",taniamaxwell7,,FALSE,,USA,FALSE,,,"Use of computed tomography imaging for quantifying coarse roots, rhizomes, peat, and particle densities in marsh soils",,"Davey, Earl; Wigand, Cathleen; Johnson, Roxanne; Sundberg, Karen; Morris, James; Roman, Charles T."
90074560,Top-down control of carbon sequestration: Grazing affects microbial structure and function in salt marsh soils: Grazing,taniamaxwell7,,FALSE,,,,TRUE,,Top-down control of carbon sequestration: Grazing affects microbial structure and function in salt marsh soils: Grazing,,"Mueller, P.; Granse, D.; Nolte, S.; Do, H.T.; Weingartner, M.; Hoth, S.; Jensen, K."
90074561,Quantifying blue carbon and nitrogen stocks in surface soils of temperate coastal wetlands,taniamaxwell7,,FALSE,, Australia,TRUE,,,Quantifying blue carbon and nitrogen stocks in surface soils of temperate coastal wetlands,,"Asanopoulos, Christina H.; Baldock, Jeff A.; Macdonald, Lynne M.; Cavagnaro, Timothy R."
90074562,"SOIL CHARACTERISTICS OF SPARTINA-ALTERNIFLORA, SPARTINA-PATENS, JUNCUS-ROEMERIANUS, SCIRPUS-OLNEYI, AND DISTICHLIS-SPICATA POPULATIONS AT ONE LOCALITY IN MISSISSIPPI",taniamaxwell7,,FALSE,,USA,TRUE,,,"SOIL CHARACTERISTICS OF SPARTINA-ALTERNIFLORA, SPARTINA-PATENS, JUNCUS-ROEMERIANUS, SCIRPUS-OLNEYI, AND DISTICHLIS-SPICATA POPULATIONS AT ONE LOCALITY IN MISSISSIPPI",,"ELEUTERIUS, LN; CALDWELL, JD"
90074563,"Site elevation, marsh type, porewater salinity, and sediment characteristics",taniamaxwell7,,FALSE,,,,TRUE,,"Site elevation, marsh type, porewater salinity, and sediment characteristics",,"Poppe, Katrina L; Rybczyk, John M"
90074564,Origin of organic carbon in the topsoil of Wadden Sea salt marshes,taniamaxwell7,,FALSE, Europe,,TRUE,,,Origin of organic carbon in the topsoil of Wadden Sea salt marshes,,"Mueller, Peter; Hai Thi Do; Jensen, Kai; Nolte, Stefanie"
90074565,Polychlorinated biphenyl- and mercury-associated alterations on benthic invertebrate community structure in a contaminated salt marsh in southeast Georgia,taniamaxwell7,,FALSE,,USA,FALSE,,,Polychlorinated biphenyl- and mercury-associated alterations on benthic invertebrate community structure in a contaminated salt marsh in southeast Georgia,,"Horne, M.T.; Finley, N.J.; Sprenger, M.D."
90074566,Effects of nutrient loading on the carbon balance of coastal wetland sediments,taniamaxwell7,,FALSE,,USA,TRUE,,,Effects of nutrient loading on the carbon balance of coastal wetland sediments,,"Morris, J.T.; Bradley, P.M."
90074567,Methylococcaceae are the dominant active aerobic methanotrophs in a Chinese tidal marsh,taniamaxwell7,,FALSE,, China,FALSE,,,Methylococcaceae are the dominant active aerobic methanotrophs in a Chinese tidal marsh,,"Deng, Yongcui; Gui, Qian; Dumont, Marc; Han, Cheng; Deng, Huan; Yun, Juanli; Zhong, Wenhui"
90074568,Salt Marsh Biogeochemistry and Sediment Organic Matter Accumulation in Phillips Creek Marsh of the Virginia Coast Reserve 2001-2002,taniamaxwell7,,FALSE,,USA,,TRUE,,Salt Marsh Biogeochemistry and Sediment Organic Matter Accumulation in Phillips Creek Marsh of the Virginia Coast Reserve 2001-2002,,"Thomas, Cassondra"
90074569,The Invasion of Spartina alterniflora Alters Carbon Dynamics in China's Yancheng Natural Reserve,taniamaxwell7,,FALSE,, China,TRUE,,,The Invasion of Spartina alterniflora Alters Carbon Dynamics in China's Yancheng Natural Reserve,,"Zhou, Changfang; Zhao, Hui; Sun, Zhiyi; Zhou, Luxian; Fang, Chao; Xiao, Yan; Deng, Zifa; Zhi, Yingbiao; Zhao, Yongqiang; An, Shuqing"
90074570,"Geoquímica orgánica de los carbones de fila maestra, estado anzoátegui, Venezuela",taniamaxwell7,,TRUE, Central/South America,,TRUE,,,"Geoquímica orgánica de los carbones de fila maestra, estado anzoátegui, Venezuela",,"Moreno, O.; Martinezy, M.; Escobar, M."
90074571,ARE SPARTINA MARSHES A REPLACEABLE RESOURCE - A FUNCTIONAL-APPROACH TO EVALUATION OF MARSH CREATION EFFORTS,taniamaxwell7,,FALSE,,USA,FALSE,,,ARE SPARTINA MARSHES A REPLACEABLE RESOURCE - A FUNCTIONAL-APPROACH TO EVALUATION OF MARSH CREATION EFFORTS,,"Moy, L.D.; Levin, L.A."
90074572,"Effect of the recent land use on the plant diversity and community structure of Omayed Biosphere Reserve, Egypt",taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,"Effect of the recent land use on the plant diversity and community structure of Omayed Biosphere Reserve, Egypt",,"Ahmed, Dalia A.; Fawzy, Manal; Saeed, Nouran M.; Awad, Mohamed A."
90074573,"The roles of vegetation, tide and sediment in the variability of carbon in the salt marsh dominated tidal creeks",taniamaxwell7,,FALSE,, China,TRUE,,,"The roles of vegetation, tide and sediment in the variability of carbon in the salt marsh dominated tidal creeks",,"Tan, Li-Shan; Ge, Zhen-Ming; Fei, Bei-Li; Xie, Li-Na; Li, Ya-Lei; Li, Shi-Hua; Li, Xiu-Zhen; Ysebaert, Tom"
90074574,Molecular Fingerprints of Soil Organic Carbon in Wetlands Covered by Native and Non-native Plants in the Yellow River Delta,taniamaxwell7,,FALSE,, China,TRUE,,,Molecular Fingerprints of Soil Organic Carbon in Wetlands Covered by Native and Non-native Plants in the Yellow River Delta,,"Li, Zhe; Zhang, Zhongsheng; Li, Min; Wu, Haitao; Jiang, Ming"
90074575,Lateral detrital C transfer across a Spartina alterniflora invaded estuarine wetland,taniamaxwell7,,FALSE,, China,FALSE,,,Lateral detrital C transfer across a Spartina alterniflora invaded estuarine wetland,,"Gao, Yu; Chen, Jiquan; Zhang, Tingting; Zhao, Bin; McNulty, Steven; Guo, Haiqiang; Zhao, Feng; Zhuang, Ping"
90074576,Five-year changes in soil organic carbon and total nitrogen in coastal wetlands affected by flow-sediment regulation in a Chinese delta,taniamaxwell7,,FALSE,, China,TRUE,,,Five-year changes in soil organic carbon and total nitrogen in coastal wetlands affected by flow-sediment regulation in a Chinese delta,,"Wang, Junjing; Bai, Junhong; Zhao, Qingqing; Lu, Qiongqiong; Xia, Zhijian"
90074577,Sources and fate of organic matter in constructed versus natural coastal waterways,taniamaxwell7,,FALSE,, Australia,FALSE,,,Sources and fate of organic matter in constructed versus natural coastal waterways,,"Pitt, Kylie A.; Lee, Shin Yip; Connolly, Rod M.; Thi Hong Hanh Bui; Doriean, Nic"
90074578,Soil water retention and carbon pools in tropical forested wetlands and marshes of the Gulf of Mexico,taniamaxwell7,,TRUE, Central/South America,,TRUE,,,Soil water retention and carbon pools in tropical forested wetlands and marshes of the Gulf of Mexico,,"Campos C, Adolfo; Hernandez, Maria E.; Moreno-Casasola, Patricia; Cejudo Espinosa, Eduardo; Robledo R, Alezandra; Infante Mata, Dulce"
90074579,Structural Adaptation of Deverra tortuosa (Desf.) DC. to Its Natural Habitats in Egypt,taniamaxwell7,,TRUE, Africa/Middle East,,FALSE,,,Structural Adaptation of Deverra tortuosa (Desf.) DC. to Its Natural Habitats in Egypt,,"Slima, Dalia F.; Turki, Zaki A.; Alhobishi, Haifa'a A.; Ahmed, Dalia A."
90074580,Variability of soil organic carbon reservation capability between coastal salt marsh and riverside freshwater wetland in Chongming Dongtan and its microbial mechanism,taniamaxwell7,,FALSE,, China,TRUE,,,Variability of soil organic carbon reservation capability between coastal salt marsh and riverside freshwater wetland in Chongming Dongtan and its microbial mechanism,,"Hu, Yu; Li, Yanli; Wang, Lei; Tang, Yushu; Chen, Jinhai; Fu, Xiaohua; Le, Yiquan; Wu, Jihua"
90074581,Influence of saltmarsh vegetation and sedimentation on the distribution of soil carbon and nitrogen in the Chongming Dongtan wetlands,taniamaxwell7,,FALSE,, China,TRUE,,,Influence of saltmarsh vegetation and sedimentation on the distribution of soil carbon and nitrogen in the Chongming Dongtan wetlands,,"Zhang, T.; Ge, Z.; Zhang, L.; Chen, H.; Yan, G."
90074582,Natural Dynamics and Control of Soil Gas Oxygen in Wetlands: Fibre-Optic Oxygen Measurements at Two Field Sites in the Doñana National Park (Spain),taniamaxwell7,,FALSE, Europe,,FALSE,,,Natural Dynamics and Control of Soil Gas Oxygen in Wetlands: Fibre-Optic Oxygen Measurements at Two Field Sites in the Doñana National Park (Spain),,"Kohfahl, Claus; Fernandez de los Santos, Natalia; Mediavilla Laso, Carlos; Sanchez de la Nieta, Antonio Martinez; Ruiz Bermudo, Fernando"
90074583,"Long-Term Effect of Agricultural Reclamation on Soil Chemical Properties of a Coastal Saline Marsh in Bohai Rim, Northern China",taniamaxwell7,,FALSE,, China,TRUE,,,"Long-Term Effect of Agricultural Reclamation on Soil Chemical Properties of a Coastal Saline Marsh in Bohai Rim, Northern China",,"Wang, Yidong; Wang, Zhong-Liang; Feng, Xiaoping; Guo, Changcheng; Chen, Qing"
90074584,"Population dynamics, reproductive biology and productivity of Streblospio shrubsolii (Polychaeta : Spionidae) in different sediments at low salinities in a Mediterranean lagoon (Monolimni Lagoon, northern Aegean)",taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,"Population dynamics, reproductive biology and productivity of Streblospio shrubsolii (Polychaeta : Spionidae) in different sediments at low salinities in a Mediterranean lagoon (Monolimni Lagoon, northern Aegean)",,"Kevrekidis, T"
90074585,"Patterns and bioavailability of soil nutrients and carbon across a gradient of inundation frequencies in a lowland river channel, Murray-Darling Basin, Australia",taniamaxwell7,,FALSE,, Australia,FALSE,,,"Patterns and bioavailability of soil nutrients and carbon across a gradient of inundation frequencies in a lowland river channel, Murray-Darling Basin, Australia",,"Woodward, K. Benjamin; Fellows, Christine S.; Mitrovic, Simon M.; Sheldon, Fran"
90074586,Soil microbial community development across a 32-year coastal wetland restoration time series and the relative importance of environmental factors,taniamaxwell7,,FALSE,,USA,FALSE,,,Soil microbial community development across a 32-year coastal wetland restoration time series and the relative importance of environmental factors,,"Abbott, Katherine M; Quirk, Tracy; Fultz, Lisa M"
90074588,Coastal vegetation invasion increases greenhouse gas emission from wetland soils but also increases soil carbon accumulation,taniamaxwell7,,FALSE,, China,TRUE,,,Coastal vegetation invasion increases greenhouse gas emission from wetland soils but also increases soil carbon accumulation,,"Chen, Yaping; Chen, Guangcheng; Ye, Yong"
90074590,"Environmental Impact of Long Piers on Tidal Marshes in Maryland-Vegetation, Soil, and Marsh Surface Effects",taniamaxwell7,,FALSE,,USA,TRUE,,,"Environmental Impact of Long Piers on Tidal Marshes in Maryland-Vegetation, Soil, and Marsh Surface Effects",,"Vasilas, Bruce; Bowman, Jacob; Rogerson, Alison; Chirnside, Anastasia; Ritter, William"
90074591,Mid-Holocene environmental change and human response at the Neolithic Wuguishan site in the Ningbo coastal lowland of East China,taniamaxwell7,,FALSE,, China,FALSE,,,Mid-Holocene environmental change and human response at the Neolithic Wuguishan site in the Ningbo coastal lowland of East China,,"Huang, Jing; Lei, Shao; Tang, Liang; Wang, Aihua; Wang, Zhanghua"
90074592,A comparative study of the mollusc communities of two oligohaline intertidal marshes: Spatial and temporal distribution of abundance and biomass,taniamaxwell7,,FALSE,,USA,FALSE,,,A comparative study of the mollusc communities of two oligohaline intertidal marshes: Spatial and temporal distribution of abundance and biomass,,"Bishop, T.D.; Hackney, C.T."
90074593,Spartina alterniflora Invasion Alters Carbon Exchange and Soil Organic Carbon in Eastern Salt Marsh of China,taniamaxwell7,,FALSE,, China,TRUE,,,Spartina alterniflora Invasion Alters Carbon Exchange and Soil Organic Carbon in Eastern Salt Marsh of China,,"Zhou, Lingyan; Yin, Shenglai; An, Shuqing; Yang, Wen; Deng, Qi; Xie, Dong; Ji, Haiting; Ouyang, Yan; Cheng, Xiaoli"
90074594,Soil Organic Carbon and Carbonates are Binding Phases for Simultaneously Extractable Metals in Calcareous Saltmarsh Soils,taniamaxwell7,,FALSE, Europe (rare),,FALSE,,,Soil Organic Carbon and Carbonates are Binding Phases for Simultaneously Extractable Metals in Calcareous Saltmarsh Soils,,"Pellegrini, Elisa; Contin, Marco; Antisari, Livia Vittori; Ferronato, Chiara; De Nobili, Maria"
90074595,Chemical and spectroscopic characteristics of humic acids in marshes from the Iberian Peninsula,taniamaxwell7,,TRUE, Europe,,TRUE,,,Chemical and spectroscopic characteristics of humic acids in marshes from the Iberian Peninsula,,"Ferreira, Fernando Perobelli; Vidal-Torrado, Pablo; Otero, Xose L.; Buurman, Peter; Martin-Neto, Ladislau; Boluda, Rafael; Macias, Felipe"
90074596,"Speciation and ecological risk of toxic elements in estuarine sediments affected by multiple anthropogenic contributions (Guadiana saltmarshes, SW Iberian Peninsula): I. Surficial sediments",taniamaxwell7,,FALSE, Europe,,FALSE,,,"Speciation and ecological risk of toxic elements in estuarine sediments affected by multiple anthropogenic contributions (Guadiana saltmarshes, SW Iberian Peninsula): I. Surficial sediments",,"Delgado, Joaquin; Barba-Brioso, Cinta; Miguel Nieto, Jose; Boski, Tomasz"
90074597,Sediment characteristics of a restored saltmarsh and mudflat in a managed realignment scheme in Southeast England,taniamaxwell7,,FALSE,, UK,TRUE,,,Sediment characteristics of a restored saltmarsh and mudflat in a managed realignment scheme in Southeast England,,"Kadiri, Margaret; Spencer, Kate L.; Heppell, Catherine M.; Fletcher, Paul"
90074598,Relationships between spatio-temporal changes in the sedimentary environment and halophytes zonation in salt marshes,taniamaxwell7,,FALSE, Europe,,FALSE,,,Relationships between spatio-temporal changes in the sedimentary environment and halophytes zonation in salt marshes,,"Contreras-Cruzado, Isabel; Dolores Infante-Izquierdo, Maria; Marquez-Garcia, Belen; Hermoso-Lopez, Virgilio; Polo, Alejandro; Nieva, Francisco Javier J.; Bautista Cartes-Barroso, Juan; Castillo, Jesus M.; Munoz-Rodriguez, Adolfo"
90074599,"Metal speciation (Cu, Zn, Pb, Cd) and organic matter in oxic to suboxic salt marsh sediments, Severn Estuary, southwest Britain",taniamaxwell7,,FALSE,, UK,FALSE,,,"Metal speciation (Cu, Zn, Pb, Cd) and organic matter in oxic to suboxic salt marsh sediments, Severn Estuary, southwest Britain",,"Mortimer, R.J.G.; Rae, J.E."
90074600,Effect of reclamation on soil organic carbon pools in coastal areas of eastern China,taniamaxwell7,,FALSE,, China,TRUE,,,Effect of reclamation on soil organic carbon pools in coastal areas of eastern China,,"Li, Jianguo; Yang, Wenhui; Li, Qiang; Pu, Lijie; Xu, Yan; Zhang, Zhongqi; Liu, Lili"
90074601,"Carbon burial records during the last similar to 40,000 years in sediments of the Liaohe Delta wetland, China",taniamaxwell7,,FALSE,, China,FALSE,,,"Carbon burial records during the last similar to 40,000 years in sediments of the Liaohe Delta wetland, China",,"Zhao, Guangming; Ye, Siyuan; Laws, Edward A.; He, Lei; Yuan, Hongming; Ding, Xigui; Wang, Jin"
90074602,"Surface and SubSurface Soil Organic Matter Processing following Hurricane Harvey, Texas, USA",taniamaxwell7,,FALSE,,USA,FALSE,,,"Surface and SubSurface Soil Organic Matter Processing following Hurricane Harvey, Texas, USA",,"Kominoski, John Stephen; Weaver, Carolyn A; Armitage, Anna R; Pennings, Steven C"
90074603,"Variability of organic delta C-13 and C/N in the Mersey Estuary, UK and its implications for sea-level reconstruction studies",taniamaxwell7,,FALSE,, UK,FALSE,,,"Variability of organic delta C-13 and C/N in the Mersey Estuary, UK and its implications for sea-level reconstruction studies",,"Wilson, GP; Lamb, AL; Leng, MJ; Gonzalez, S; Huddart, D"
90074604,Biomass and above-ground productivity of salt-marsh plants in south-eastern australia,taniamaxwell7,,FALSE,, Australia,FALSE,,,Biomass and above-ground productivity of salt-marsh plants in south-eastern australia,,"Clarke, P.J.; Jacoby, C.A."
90074605,Soil organic carbon stocks in a tidal marsh landscape are dominated by human marsh embankment and subsequent marsh progradation,taniamaxwell7,,TRUE, Europe,,TRUE,,,Soil organic carbon stocks in a tidal marsh landscape are dominated by human marsh embankment and subsequent marsh progradation,,"Van de Broek, M.; Baert, L.; Temmerman, S.; Govers, G."
90074606,The Declining Role of Organic Matter in New England Salt Marshes,taniamaxwell7,,FALSE,,USA,FALSE,,,The Declining Role of Organic Matter in New England Salt Marshes,,"Carey, J. C.; Moran, S. B.; Kelly, R. P.; Kolker, A. S.; Fulweiler, R. W."
90074607,Importance of the fiddler crab Uca pugnax to salt marsh soil organic matter accumulation,taniamaxwell7,,FALSE,,USA,FALSE,,,Importance of the fiddler crab Uca pugnax to salt marsh soil organic matter accumulation,,"Thomas, Cassondra R.; Blum, Linda K."
90074608,COMPARATIVE INVESTIGATIONS ON THE MICROBIOLOGY OF NATURAL AND DEGRADED LOW MARSHY SOIL,taniamaxwell7,,FALSE, Europe,,FALSE,,,COMPARATIVE INVESTIGATIONS ON THE MICROBIOLOGY OF NATURAL AND DEGRADED LOW MARSHY SOIL,,"LISTE, HH; KOHN, S"
90074609,Assessing the long-term carbon-sequestration potential of the semi-natural salt marshes in the European Wadden Sea,taniamaxwell7,,TRUE, Europe,,TRUE,,,Assessing the long-term carbon-sequestration potential of the semi-natural salt marshes in the European Wadden Sea,,"Mueller, Peter; Ladiges, Nils; Jack, Alexander; Schmiedl, Gerhard; Kutzbach, Lars; Jensen, Kai; Nolte, Stefanie"
90074610,The Effect of Marsh Age on Ecosystem Function in a Rapidly Transgressing Marsh,taniamaxwell7,,FALSE,,USA,FALSE,,,The Effect of Marsh Age on Ecosystem Function in a Rapidly Transgressing Marsh,,"Langston, Amy K.; Coleman, Daniel J.; Jung, Nathalie W.; Shawler, Justin L.; Smith, Alexander J.; Williams, Bethany L.; Wittyngham, Serina S.; Chambers, Randolph M.; Perry, James E.; Kirwan, Matthew L."
90074611,Compensatory effects stabilize the functioning of Baltic brackish and salt marsh plant communities,taniamaxwell7,,TRUE, Europe (rare),,FALSE,,,Compensatory effects stabilize the functioning of Baltic brackish and salt marsh plant communities,,"Ulrich, Werner; Hulisz, Piotr; Mantilla-Contreras, Jasmin; Elvisto, Tiina; Piernik, Agnieszka"
90074612,"Ecological functions of an impounded marsh and three natural estuarine marshes along Woodbridge River, NY/NJ Harbor",taniamaxwell7,,FALSE,,USA,FALSE,,,"Ecological functions of an impounded marsh and three natural estuarine marshes along Woodbridge River, NY/NJ Harbor",,"Sturdevant, Angela; Craft, Christopher B.; Sacco, John N."
90074613,Is bacterioplankton production in the Ria de Aveiro influenced by salt marshes and bed sediment?,taniamaxwell7,,FALSE, Europe,,FALSE,,,Is bacterioplankton production in the Ria de Aveiro influenced by salt marshes and bed sediment?,,"Almeida, M. A.; Cunha, M. A.; Alcantara, F."
90074614,Creek Dynamics Determine Pond Subsurface Geochemical Heterogeneity in East Anglian (UK) Salt Marshes,taniamaxwell7,,FALSE,, UK,FALSE,,,Creek Dynamics Determine Pond Subsurface Geochemical Heterogeneity in East Anglian (UK) Salt Marshes,,"Hutchings, Alec M.; Antler, Gilad; Wilkening, Jean, V; Basu, Anirban; Bradbury, Harold J.; Clegg, Josephine A.; Gorka, Marton; Lin, Chin Yik; Mills, Jennifer, V; Pellerin, Andre; Redeker, Kelly R.; Sun, Xiaole; Turchyn, Alexandra, V"
90074615,ACCUMULATION OF PLANT NUTRIENTS AND HEAVY-METALS THROUGH SEDIMENTATION PROCESSES AND ACCRETION IN A LOUISIANA SALT-MARSH,taniamaxwell7,,FALSE,,USA,FALSE,,,ACCUMULATION OF PLANT NUTRIENTS AND HEAVY-METALS THROUGH SEDIMENTATION PROCESSES AND ACCRETION IN A LOUISIANA SALT-MARSH,,"DeLaune, R.D.; Reddy, C.N.; Patrick, W.H."
90074616,"Peat Accretion Histories During the Past 6,000 Years in Marshes of the Sacramento-San Joaquin Delta, CA, USA",taniamaxwell7,,FALSE,,USA,FALSE,,,"Peat Accretion Histories During the Past 6,000 Years in Marshes of the Sacramento-San Joaquin Delta, CA, USA",,"Drexler, Judith Z.; de Fontaine, Christian S.; Brown, Thomas A."
90074617,Distribution of soil carbon storage in different saltmarsh plant communities in Chongming Dongtan wetland,taniamaxwell7,,FALSE,, China,TRUE,,,Distribution of soil carbon storage in different saltmarsh plant communities in Chongming Dongtan wetland,,Yan Ge; Ge Zhen-ming; Zhang Li-quan
90074618,Iron-bearing minerals in clays related to the Holocene marine ingression in the coastal plain of the Río de la Plata estuary (Argentina): Paleoenvironmental implications,taniamaxwell7,,TRUE, Central/South America,,FALSE,,,Iron-bearing minerals in clays related to the Holocene marine ingression in the coastal plain of the Río de la Plata estuary (Argentina): Paleoenvironmental implications,,"Samus, M.L.G.; Comerio, M.; Boff, L.D.; Montes, M.L.; Ontivero, P.E.; Mercader, R.C.; Bidegain, J.C."
90074619,"[Biomass and carbon storage of Phragmites australis and Spartina alterniflora in Jiuduan Shoal Wetland of Yangtze Estuary, East China]",taniamaxwell7,,FALSE,, China,TRUE,,,"[Biomass and carbon storage of Phragmites australis and Spartina alterniflora in Jiuduan Shoal Wetland of Yangtze Estuary, East China]",,"Liu, Yu; Li, Xiu-zhen; Yan, Zhong-zheng; Chen, Xiu-zhi; He, Yan-long; Guo, Wen-yong; Sun, Pei-ying"
90074620,Effects of the SW Atlantic burrowing crab Chasmagnathus granulata on a Spartina salt marsh,taniamaxwell7,,TRUE, Central/South America,,FALSE,,,Effects of the SW Atlantic burrowing crab Chasmagnathus granulata on a Spartina salt marsh,,"Bortolus, A.; Iribarne, O."
90074621,Emerging dominance of Paratrochammina simplissima (Cushman and McCulloch) in the northern Gulf of Mexico following hydrologic and geomorphic changes,taniamaxwell7,,FALSE,,USA,FALSE,,,Emerging dominance of Paratrochammina simplissima (Cushman and McCulloch) in the northern Gulf of Mexico following hydrologic and geomorphic changes,,"Ellis, Alisha M.; Smith, Christopher G."
90074622,Salt marsh sediment characteristics as key regulators on the efficiency of hydrocarbons bioremediation by Juncus maritimus rhizospheric bacterial community,taniamaxwell7,,FALSE, Europe,,FALSE,,,Salt marsh sediment characteristics as key regulators on the efficiency of hydrocarbons bioremediation by Juncus maritimus rhizospheric bacterial community,,"Ribeiro, Hugo; Almeida, C. Marisa R.; Magalhaes, Catarina; Bordalo, Adriano A.; Mucha, Ana P."
90074623,Changes in ecosystem nitrogen and carbon allocation with black mangrove (Avicennia germinans) encroachment into Spartina alterniflora salt marsh,taniamaxwell7,,FALSE,,USA,TRUE,,,Changes in ecosystem nitrogen and carbon allocation with black mangrove (Avicennia germinans) encroachment into Spartina alterniflora salt marsh,,"Macy, Aaron; Osland, Michael J.; Cherry, Julia A.; Cebrian, Just"
90074624,Rare earth element distributions in salt marsh sediment cores reveal evidence of environmental lability during bioturbation and diagenetic processes,taniamaxwell7,,TRUE, Central/South America,,FALSE,,,Rare earth element distributions in salt marsh sediment cores reveal evidence of environmental lability during bioturbation and diagenetic processes,,"Costa, Larissa; Johannesson, Karen; Mirlean, Nicolai; Quintana, Guilherme"
90074625,Variability of metal contents in the sea rush Juncus maritimus - estuarine sediment system through one year of plant's life,taniamaxwell7,,FALSE, Europe,,FALSE,,,Variability of metal contents in the sea rush Juncus maritimus - estuarine sediment system through one year of plant's life,,"Almeida, C. Marisa R.; Mucha, Ana P.; Vasconcelos, M. Teresa S. D."
90074626,ACCUMULATION RATE AND TURNOVER TIME OF ORGANIC CARBON IN A SALT MARSH SEDIMENT,taniamaxwell7,,FALSE,,USA,FALSE,,,ACCUMULATION RATE AND TURNOVER TIME OF ORGANIC CARBON IN A SALT MARSH SEDIMENT,,GRAVITZ N; GLEYE L
90074627,Some soil properties and plant relationships in marshes of the Suwannee River Delta,taniamaxwell7,,FALSE,,USA,FALSE,,,Some soil properties and plant relationships in marshes of the Suwannee River Delta,,"Coultas, Charles L.; Lasley, Marion E."
90074628,Analysis of estuarine soil gradients in salt marshes of the southwestern Netherlands with special reference to the Scheldt estuary,taniamaxwell7,,TRUE, Europe,,TRUE,,,Analysis of estuarine soil gradients in salt marshes of the southwestern Netherlands with special reference to the Scheldt estuary,,"Beeftink, W.G.; Daane, M.C.; Van Liere, J.M.; Nieuwenhuize, J."
90074629,"Geochemical Evidence of Anthropogenic Impacts in Sediment Cores from Mudflats of a Tropical Estuary, Central West Coast of India",taniamaxwell7,,TRUE, Asia,,TRUE,,,"Geochemical Evidence of Anthropogenic Impacts in Sediment Cores from Mudflats of a Tropical Estuary, Central West Coast of India",,"Singh, K. Tomchou; Nayak, G. N.; Fernandes, Lina L."
90074630,SULFATE REDUCTION AND IRON SULFIDE MINERAL FORMATION IN GULF OF MEXICO ANOXIC SEDIMENTS,taniamaxwell7,,FALSE,,USA,FALSE,,,SULFATE REDUCTION AND IRON SULFIDE MINERAL FORMATION IN GULF OF MEXICO ANOXIC SEDIMENTS,,"LIN, S; MORSE, JW"
90074631,Bioaccumulation of heavy metals by Cyperus malaccensis and Spartina alterniflora in a typical subtropical estuary (Min River) of Southeast China,taniamaxwell7,,FALSE,, China,FALSE,,,Bioaccumulation of heavy metals by Cyperus malaccensis and Spartina alterniflora in a typical subtropical estuary (Min River) of Southeast China,,"Sun, Zhigao; Li, Jiabing; He, Tao; Tian, Liping; Li, Jing; Li, Xiao"
90074632,Iron dynamics in a subtropical estuarine tidal marsh: effect of season and vegetation,taniamaxwell7,,FALSE,, China,FALSE,,,Iron dynamics in a subtropical estuarine tidal marsh: effect of season and vegetation,,"Luo, Min; Huang, Jiafang; Tong, Chuan; Liu, Yuxiu; Duan, Xun; Hu, Yin"
90074633,"Soil Organic Carbon Contents and Stocks in Coastal Salt Marshes with Spartina alterniflora Following an Invasion Chronosequence in the Yellow River Delta, China",taniamaxwell7,,FALSE,, China,TRUE,,,"Soil Organic Carbon Contents and Stocks in Coastal Salt Marshes with Spartina alterniflora Following an Invasion Chronosequence in the Yellow River Delta, China",,Zhang Guangliang; Bai Junhong; Jia Jia; Wang Xin; Wang Wei; Zhao Qingqing; Zhang Shuai
90074634,Comparison of nutrient accrual in constructed living shoreline and natural fringing marshes,taniamaxwell7,,FALSE,,USA,FALSE,,,Comparison of nutrient accrual in constructed living shoreline and natural fringing marshes,,"Chambers, R. M.; Gorsky, A. L.; Isdell, R. E.; Mitchell, M. M.; Bilkovic, D. M."
90074635,"Vibracore and Tree Stump Data from the Marsh Near Mary Hammock, McIntosh County, GA",taniamaxwell7,,FALSE,,USA,FALSE,,,"Vibracore and Tree Stump Data from the Marsh Near Mary Hammock, McIntosh County, GA",,"Turck, John A"
90074636,"Mobility of metals in salt marsh sediments colonised by Spartina maritima (Tagus estuary, Portugal)",taniamaxwell7,,FALSE, Europe,,FALSE,,,"Mobility of metals in salt marsh sediments colonised by Spartina maritima (Tagus estuary, Portugal)",,"Reboreda, Rosa; Cacador, Isabel; Pedro, Silvia; Almeida, Pedro Raposo"
90074637,Carbon fluxes and stocks in a carbonate-rich chenier plain,taniamaxwell7,,FALSE,, China,TRUE,,,Carbon fluxes and stocks in a carbonate-rich chenier plain,,"Lu, Weizhi; Liu, Chang'an; Zhang, Yue; Yu, Caifen; Cong, Pifu; Ma, Junsheng; Xiao, Jingfeng"
90074638,Variations in carbon burial and sediment accretion along a tidal creek in a Florida salt marsh,taniamaxwell7,,FALSE,,USA,FALSE,,,Variations in carbon burial and sediment accretion along a tidal creek in a Florida salt marsh,,"Arriola, Jill M.; Cable, Jaye E."
90074639,Sulfate reduction in Louisiana marsh soils of varying salinities,taniamaxwell7,,FALSE,,USA,FALSE,,,Sulfate reduction in Louisiana marsh soils of varying salinities,,"DeLaune, R.D.; Devai, I.; Crozier, C.R.; Kelle, P."
